graph_name,alg_name,time,number_of_colors
diamond,BrooksAlgorithm,1334676,4
diamond,BrooksAlgorithm,1380440,4
diamond,BrooksAlgorithm,190510,3
diamond,BrooksAlgorithm,184388,3
diamond,BrooksAlgorithm,177657,3
diamond,BrooksAlgorithm,174983,3
diamond,BrooksAlgorithm,182544,3
diamond,BrooksAlgorithm,173844,3
diamond,BrooksAlgorithm,172011,3
diamond,BrooksAlgorithm,170726,3
diamond,BrooksAlgorithm,173560,3
diamond,BrooksAlgorithm,171471,3
diamond,BrooksAlgorithm,169862,3
diamond,BrooksAlgorithm,1411808,4
diamond,BrooksAlgorithm,199599,3
diamond,BrooksAlgorithm,188233,3
diamond,BrooksAlgorithm,180683,3
diamond,BrooksAlgorithm,181431,3
diamond,BrooksAlgorithm,1369852,4
diamond,BrooksAlgorithm,194471,3
diamond,BrooksAlgorithm,1415858,4
diamond,BrooksAlgorithm,1379301,4
diamond,BrooksAlgorithm,188267,3
diamond,BrooksAlgorithm,179846,3
diamond,BrooksAlgorithm,180115,3
diamond,BrooksAlgorithm,230980,3
diamond,BrooksAlgorithm,179483,3
diamond,BrooksAlgorithm,179733,3
diamond,BrooksAlgorithm,174635,3
diamond,BrooksAlgorithm,177927,3
diamond,BrooksAlgorithm,1375660,4
diamond,BrooksAlgorithm,189229,3
diamond,BrooksAlgorithm,1367195,4
diamond,BrooksAlgorithm,1346121,4
diamond,BrooksAlgorithm,190072,3
diamond,BrooksAlgorithm,1416380,4
diamond,BrooksAlgorithm,198104,3
diamond,BrooksAlgorithm,190148,3
diamond,BrooksAlgorithm,180191,3
diamond,BrooksAlgorithm,180834,3
diamond,BrooksAlgorithm,181410,3
diamond,BrooksAlgorithm,182876,3
diamond,BrooksAlgorithm,178688,3
diamond,BrooksAlgorithm,177407,3
diamond,BrooksAlgorithm,1403053,4
diamond,BrooksAlgorithm,351575,3
diamond,BrooksAlgorithm,186175,3
diamond,BrooksAlgorithm,177344,3
diamond,BrooksAlgorithm,171742,3
diamond,BrooksAlgorithm,1361313,4
diamond,BrooksAlgorithm,190947,3
diamond,BrooksAlgorithm,1365688,4
diamond,BrooksAlgorithm,1365334,4
diamond,BrooksAlgorithm,187729,3
diamond,BrooksAlgorithm,181503,3
diamond,BrooksAlgorithm,180967,3
diamond,BrooksAlgorithm,1416715,4
diamond,BrooksAlgorithm,1346438,4
diamond,BrooksAlgorithm,189218,3
diamond,BrooksAlgorithm,180633,3
diamond,BrooksAlgorithm,177053,3
diamond,BrooksAlgorithm,173358,3
diamond,BrooksAlgorithm,171919,3
diamond,BrooksAlgorithm,1386069,3
diamond,BrooksAlgorithm,194507,3
diamond,BrooksAlgorithm,179150,3
diamond,BrooksAlgorithm,178374,3
diamond,BrooksAlgorithm,177993,3
diamond,BrooksAlgorithm,188898,3
diamond,BrooksAlgorithm,178886,3
diamond,BrooksAlgorithm,172878,3
diamond,BrooksAlgorithm,172319,3
diamond,BrooksAlgorithm,174943,3
diamond,BrooksAlgorithm,174439,3
diamond,BrooksAlgorithm,1448445,4
diamond,BrooksAlgorithm,203042,3
diamond,BrooksAlgorithm,186548,3
diamond,BrooksAlgorithm,181760,3
diamond,BrooksAlgorithm,178298,3
diamond,BrooksAlgorithm,177076,3
diamond,BrooksAlgorithm,175031,3
diamond,BrooksAlgorithm,1345051,4
diamond,BrooksAlgorithm,1391461,4
diamond,BrooksAlgorithm,190718,3
diamond,BrooksAlgorithm,182046,3
diamond,BrooksAlgorithm,1328891,4
diamond,BrooksAlgorithm,190054,3
diamond,BrooksAlgorithm,185203,3
diamond,BrooksAlgorithm,1385396,4
diamond,BrooksAlgorithm,190770,3
diamond,BrooksAlgorithm,179574,3
diamond,BrooksAlgorithm,1359355,4
diamond,BrooksAlgorithm,1458743,4
diamond,BrooksAlgorithm,194039,3
diamond,BrooksAlgorithm,181253,3
diamond,BrooksAlgorithm,174417,3
diamond,BrooksAlgorithm,1347617,3
diamond,BrooksAlgorithm,191006,3
diamond,BrooksAlgorithm,179519,3
diamond,BrooksAlgorithm,173064,3
diamond,BrooksAlgorithm,226658,3
diamond,BrooksAlgorithm,174393,3
diamond,BrooksAlgorithm,172370,3
diamond,BrooksAlgorithm,170122,3
diamond,BrooksAlgorithm,171836,3
diamond,BrooksAlgorithm,170532,3
diamond,BrooksAlgorithm,174999,3
diamond,BrooksAlgorithm,1339412,4
diamond,BrooksAlgorithm,180316,3
diamond,BrooksAlgorithm,177251,3
diamond,BrooksAlgorithm,237596,3
diamond,BrooksAlgorithm,188943,3
diamond,BrooksAlgorithm,1393334,4
diamond,BrooksAlgorithm,1360652,3
diamond,BrooksAlgorithm,245379,3
diamond,BrooksAlgorithm,190155,3
diamond,BrooksAlgorithm,202004,3
diamond,BrooksAlgorithm,180288,3
diamond,BrooksAlgorithm,180577,3
diamond,BrooksAlgorithm,1368219,4
diamond,BrooksAlgorithm,185659,3
diamond,BrooksAlgorithm,181941,3
diamond,BrooksAlgorithm,1417469,4
diamond,BrooksAlgorithm,204320,3
diamond,BrooksAlgorithm,1345047,4
diamond,BrooksAlgorithm,216528,3
diamond,BrooksAlgorithm,1652758,3
diamond,BrooksAlgorithm,194163,3
diamond,BrooksAlgorithm,181997,3
diamond,BrooksAlgorithm,176357,3
diamond,BrooksAlgorithm,170537,3
diamond,BrooksAlgorithm,172304,3
diamond,BrooksAlgorithm,171804,3
diamond,BrooksAlgorithm,169833,3
diamond,BrooksAlgorithm,171102,3
diamond,BrooksAlgorithm,1403432,4
diamond,BrooksAlgorithm,192936,3
diamond,BrooksAlgorithm,180235,3
diamond,BrooksAlgorithm,177271,3
diamond,BrooksAlgorithm,1329501,3
diamond,BrooksAlgorithm,190474,3
diamond,BrooksAlgorithm,1386039,3
diamond,BrooksAlgorithm,1422022,4
diamond,BrooksAlgorithm,194065,3
diamond,BrooksAlgorithm,187225,3
diamond,BrooksAlgorithm,184149,3
diamond,BrooksAlgorithm,1440443,4
diamond,BrooksAlgorithm,1398139,4
diamond,BrooksAlgorithm,188832,3
diamond,BrooksAlgorithm,188956,3
diamond,BrooksAlgorithm,183171,3
diamond,BrooksAlgorithm,1429980,4
diamond,BrooksAlgorithm,195782,3
diamond,BrooksAlgorithm,181628,3
diamond,BrooksAlgorithm,180188,3
diamond,BrooksAlgorithm,188433,3
diamond,BrooksAlgorithm,1368882,4
diamond,BrooksAlgorithm,193754,3
diamond,BrooksAlgorithm,184048,3
diamond,BrooksAlgorithm,180892,3
diamond,BrooksAlgorithm,1422906,4
diamond,BrooksAlgorithm,1345469,4
diamond,BrooksAlgorithm,190618,3
diamond,BrooksAlgorithm,185380,3
diamond,BrooksAlgorithm,174951,3
diamond,BrooksAlgorithm,1372363,4
diamond,BrooksAlgorithm,189239,3
diamond,BrooksAlgorithm,179078,3
diamond,BrooksAlgorithm,175300,3
diamond,BrooksAlgorithm,176505,3
diamond,BrooksAlgorithm,171744,3
diamond,BrooksAlgorithm,172329,3
diamond,BrooksAlgorithm,182828,3
diamond,BrooksAlgorithm,174573,3
diamond,BrooksAlgorithm,174448,3
diamond,BrooksAlgorithm,1406556,4
diamond,BrooksAlgorithm,188646,3
diamond,BrooksAlgorithm,1340902,4
diamond,BrooksAlgorithm,182149,3
diamond,BrooksAlgorithm,178526,3
diamond,BrooksAlgorithm,181983,3
diamond,BrooksAlgorithm,1438733,4
diamond,BrooksAlgorithm,1380956,3
diamond,BrooksAlgorithm,190841,3
diamond,BrooksAlgorithm,1411766,4
diamond,BrooksAlgorithm,194415,3
diamond,BrooksAlgorithm,184642,3
diamond,BrooksAlgorithm,181214,3
diamond,BrooksAlgorithm,180487,3
diamond,BrooksAlgorithm,180439,3
diamond,BrooksAlgorithm,174061,3
diamond,BrooksAlgorithm,1335105,4
diamond,BrooksAlgorithm,186480,3
diamond,BrooksAlgorithm,176832,3
diamond,BrooksAlgorithm,224007,3
diamond,BrooksAlgorithm,1322398,4
diamond,BrooksAlgorithm,194565,3
diamond,BrooksAlgorithm,1357559,4
diamond,BrooksAlgorithm,1421573,4
diamond,BrooksAlgorithm,185546,3
diamond,BrooksAlgorithm,1352980,4
diamond,BrooksAlgorithm,186938,3
diamond,BrooksAlgorithm,1625877,4
diamond,BrooksAlgorithm,196300,3
diamond,BrooksAlgorithm,1384694,4
diamond,BrooksAlgorithm,189011,3
diamond,BrooksAlgorithm,186111,3
diamond,BrooksAlgorithm,1422008,4
diamond,BrooksAlgorithm,183429,3
diamond,BrooksAlgorithm,179818,3
diamond,BrooksAlgorithm,174594,3
diamond,BrooksAlgorithm,1362988,4
diamond,BrooksAlgorithm,183310,3
diamond,BrooksAlgorithm,179355,3
diamond,BrooksAlgorithm,222852,3
diamond,BrooksAlgorithm,1358857,4
diamond,BrooksAlgorithm,1348839,4
diamond,BrooksAlgorithm,188591,3
diamond,BrooksAlgorithm,236086,3
diamond,BrooksAlgorithm,186256,3
diamond,BrooksAlgorithm,176784,3
diamond,BrooksAlgorithm,180701,3
diamond,BrooksAlgorithm,172176,3
diamond,BrooksAlgorithm,173934,3
diamond,BrooksAlgorithm,175000,3
diamond,BrooksAlgorithm,171986,3
diamond,BrooksAlgorithm,1355543,4
diamond,BrooksAlgorithm,188262,3
diamond,BrooksAlgorithm,1366104,4
diamond,BrooksAlgorithm,189244,3
diamond,BrooksAlgorithm,177033,3
diamond,BrooksAlgorithm,1349736,4
diamond,BrooksAlgorithm,1393358,4
diamond,BrooksAlgorithm,191570,3
diamond,BrooksAlgorithm,184424,3
diamond,BrooksAlgorithm,177620,3
diamond,BrooksAlgorithm,178179,3
diamond,BrooksAlgorithm,1352528,4
diamond,BrooksAlgorithm,1434933,4
diamond,BrooksAlgorithm,192036,3
diamond,BrooksAlgorithm,185002,3
diamond,BrooksAlgorithm,181908,3
diamond,BrooksAlgorithm,1455759,4
diamond,BrooksAlgorithm,186131,3
diamond,BrooksAlgorithm,183958,3
diamond,BrooksAlgorithm,178652,3
diamond,BrooksAlgorithm,1352416,4
diamond,BrooksAlgorithm,178652,3
diamond,BrooksAlgorithm,173399,3
diamond,BrooksAlgorithm,177874,3
diamond,BrooksAlgorithm,172191,3
diamond,BrooksAlgorithm,170576,3
diamond,BrooksAlgorithm,219894,3
diamond,BrooksAlgorithm,1428459,4
diamond,BrooksAlgorithm,193524,3
diamond,BrooksAlgorithm,182512,3
diamond,BrooksAlgorithm,179337,3
diamond,BrooksAlgorithm,178336,3
diamond,BrooksAlgorithm,180794,3
diamond,BrooksAlgorithm,175949,3
diamond,BrooksAlgorithm,174099,3
diamond,BrooksAlgorithm,174760,3
diamond,BrooksAlgorithm,1428190,4
diamond,BrooksAlgorithm,1419753,4
diamond,BrooksAlgorithm,189673,3
diamond,BrooksAlgorithm,183764,3
diamond,BrooksAlgorithm,182604,3
diamond,BrooksAlgorithm,229824,3
diamond,BrooksAlgorithm,180235,3
diamond,BrooksAlgorithm,1385782,4
diamond,BrooksAlgorithm,192753,3
diamond,BrooksAlgorithm,191338,3
diamond,BrooksAlgorithm,177233,3
diamond,BrooksAlgorithm,1374360,3
diamond,BrooksAlgorithm,188299,3
diamond,BrooksAlgorithm,1330974,4
diamond,BrooksAlgorithm,1345114,4
diamond,BrooksAlgorithm,1557180,4
diamond,BrooksAlgorithm,1385892,4
diamond,BrooksAlgorithm,1432023,4
diamond,BrooksAlgorithm,192714,3
diamond,BrooksAlgorithm,187919,3
diamond,BrooksAlgorithm,1405803,4
diamond,BrooksAlgorithm,1419886,4
diamond,BrooksAlgorithm,197601,3
diamond,BrooksAlgorithm,196328,3
diamond,BrooksAlgorithm,184678,3
diamond,BrooksAlgorithm,180722,3
diamond,BrooksAlgorithm,188968,3
diamond,BrooksAlgorithm,178071,3
diamond,BrooksAlgorithm,173649,3
diamond,BrooksAlgorithm,174341,3
diamond,BrooksAlgorithm,1406762,4
diamond,BrooksAlgorithm,1335159,4
diamond,BrooksAlgorithm,187370,3
diamond,BrooksAlgorithm,184713,3
diamond,BrooksAlgorithm,177886,3
diamond,BrooksAlgorithm,174132,3
diamond,BrooksAlgorithm,177130,3
diamond,BrooksAlgorithm,172562,3
diamond,BrooksAlgorithm,171438,3
diamond,BrooksAlgorithm,167751,3
diamond,BrooksAlgorithm,221494,3
diamond,BrooksAlgorithm,177428,3
diamond,BrooksAlgorithm,1358462,4
diamond,BrooksAlgorithm,187256,3
diamond,BrooksAlgorithm,180617,3
diamond,BrooksAlgorithm,175510,3
diamond,BrooksAlgorithm,173527,3
diamond,BrooksAlgorithm,1392421,3
diamond,BrooksAlgorithm,1343757,4
diamond,BrooksAlgorithm,1362547,3
diamond,BrooksAlgorithm,243720,3
diamond,BrooksAlgorithm,183260,3
diamond,BrooksAlgorithm,180437,3
diamond,BrooksAlgorithm,1406145,4
diamond,BrooksAlgorithm,1482064,4
diamond,BrooksAlgorithm,191530,3
diamond,BrooksAlgorithm,184416,3
diamond,BrooksAlgorithm,1384590,4
diamond,BrooksAlgorithm,1425798,4
diamond,BrooksAlgorithm,1330592,4
diamond,BrooksAlgorithm,1385409,4
diamond,BrooksAlgorithm,1413731,4
diamond,BrooksAlgorithm,1361608,4
diamond,BrooksAlgorithm,184696,3
diamond,BrooksAlgorithm,190465,3
diamond,BrooksAlgorithm,178354,3
diamond,BrooksAlgorithm,173672,3
diamond,BrooksAlgorithm,173689,3
diamond,BrooksAlgorithm,235556,3
diamond,BrooksAlgorithm,1379127,3
diamond,BrooksAlgorithm,186104,3
diamond,BrooksAlgorithm,176400,3
diamond,BrooksAlgorithm,170724,3
diamond,BrooksAlgorithm,168889,3
diamond,BrooksAlgorithm,169796,3
diamond,BrooksAlgorithm,172665,3
diamond,BrooksAlgorithm,174559,3
diamond,BrooksAlgorithm,1435446,4
diamond,BrooksAlgorithm,191585,3
diamond,BrooksAlgorithm,1347430,4
diamond,BrooksAlgorithm,184640,3
diamond,BrooksAlgorithm,185514,3
diamond,BrooksAlgorithm,1618229,4
diamond,BrooksAlgorithm,189248,3
diamond,BrooksAlgorithm,179378,3
diamond,BrooksAlgorithm,177376,3
diamond,BrooksAlgorithm,174022,3
diamond,BrooksAlgorithm,174369,3
diamond,BrooksAlgorithm,172957,3
diamond,BrooksAlgorithm,171851,3
diamond,BrooksAlgorithm,21643965,4
diamond,BrooksAlgorithm,190153,3
diamond,BrooksAlgorithm,161297,3
diamond,BrooksAlgorithm,156902,3
diamond,BrooksAlgorithm,165850,3
diamond,BrooksAlgorithm,1255954,4
diamond,BrooksAlgorithm,167561,3
diamond,BrooksAlgorithm,162643,3
diamond,BrooksAlgorithm,1219323,4
diamond,BrooksAlgorithm,169304,3
diamond,BrooksAlgorithm,158503,3
diamond,BrooksAlgorithm,170108,3
diamond,BrooksAlgorithm,172212,3
diamond,BrooksAlgorithm,172650,3
diamond,BrooksAlgorithm,170730,3
diamond,BrooksAlgorithm,220715,3
diamond,BrooksAlgorithm,168879,3
diamond,BrooksAlgorithm,158503,3
diamond,BrooksAlgorithm,156313,3
diamond,BrooksAlgorithm,155042,3
diamond,BrooksAlgorithm,1293492,4
diamond,BrooksAlgorithm,1294952,4
diamond,BrooksAlgorithm,185013,3
diamond,BrooksAlgorithm,167363,3
diamond,BrooksAlgorithm,160513,3
diamond,BrooksAlgorithm,164867,3
diamond,BrooksAlgorithm,169921,3
diamond,BrooksAlgorithm,1343786,4
diamond,BrooksAlgorithm,179348,3
diamond,BrooksAlgorithm,170809,3
diamond,BrooksAlgorithm,167779,3
diamond,BrooksAlgorithm,1328072,4
diamond,BrooksAlgorithm,179644,3
diamond,BrooksAlgorithm,171371,3
diamond,BrooksAlgorithm,174777,3
diamond,BrooksAlgorithm,166595,3
diamond,BrooksAlgorithm,166530,3
diamond,BrooksAlgorithm,165270,3
diamond,BrooksAlgorithm,168314,3
diamond,BrooksAlgorithm,1341745,4
diamond,BrooksAlgorithm,185042,3
diamond,BrooksAlgorithm,175730,3
diamond,BrooksAlgorithm,170539,3
diamond,BrooksAlgorithm,168647,3
diamond,BrooksAlgorithm,167795,3
diamond,BrooksAlgorithm,173636,3
diamond,BrooksAlgorithm,172776,3
diamond,BrooksAlgorithm,166648,3
diamond,BrooksAlgorithm,168876,3
diamond,BrooksAlgorithm,169463,3
diamond,BrooksAlgorithm,1393907,3
diamond,BrooksAlgorithm,186797,3
diamond,BrooksAlgorithm,178148,3
diamond,BrooksAlgorithm,173936,3
diamond,BrooksAlgorithm,174331,3
diamond,BrooksAlgorithm,168701,3
diamond,BrooksAlgorithm,1329795,3
diamond,BrooksAlgorithm,185724,3
diamond,BrooksAlgorithm,1376167,4
diamond,BrooksAlgorithm,181162,3
diamond,BrooksAlgorithm,178667,3
diamond,BrooksAlgorithm,1346154,4
diamond,BrooksAlgorithm,1390269,4
diamond,BrooksAlgorithm,186667,3
diamond,BrooksAlgorithm,178182,3
diamond,BrooksAlgorithm,172084,3
diamond,BrooksAlgorithm,188393,3
diamond,BrooksAlgorithm,191212,3
diamond,BrooksAlgorithm,179318,3
diamond,BrooksAlgorithm,1364500,4
diamond,BrooksAlgorithm,174609,3
diamond,BrooksAlgorithm,173049,3
diamond,BrooksAlgorithm,1327691,4
diamond,BrooksAlgorithm,175488,3
diamond,BrooksAlgorithm,1384487,4
diamond,BrooksAlgorithm,185200,3
diamond,BrooksAlgorithm,181541,3
diamond,BrooksAlgorithm,1374317,4
diamond,BrooksAlgorithm,184903,3
diamond,BrooksAlgorithm,1443343,4
double_twin_kite,ConnectedSequential,138172,4
double_twin_kite,ConnectedSequential,111247,4
double_twin_kite,ConnectedSequential,105186,4
double_twin_kite,ConnectedSequential,106781,4
double_twin_kite,ConnectedSequential,106552,4
double_twin_kite,ConnectedSequential,103667,4
double_twin_kite,ConnectedSequential,106406,4
double_twin_kite,ConnectedSequential,105754,4
double_twin_kite,ConnectedSequential,102457,4
double_twin_kite,ConnectedSequential,102822,4
double_twin_kite,ConnectedSequential,102430,4
double_twin_kite,ConnectedSequential,103452,4
double_twin_kite,ConnectedSequential,115381,4
double_twin_kite,ConnectedSequential,122520,4
double_twin_kite,ConnectedSequential,102228,4
double_twin_kite,ConnectedSequential,101267,4
double_twin_kite,ConnectedSequential,102283,4
double_twin_kite,ConnectedSequential,103275,4
double_twin_kite,ConnectedSequential,103013,4
double_twin_kite,ConnectedSequential,102977,4
double_twin_kite,ConnectedSequential,102760,4
double_twin_kite,ConnectedSequential,102759,4
double_twin_kite,ConnectedSequential,102783,4
double_twin_kite,ConnectedSequential,102243,4
double_twin_kite,ConnectedSequential,101315,4
double_twin_kite,ConnectedSequential,102791,4
double_twin_kite,ConnectedSequential,103524,4
double_twin_kite,ConnectedSequential,103800,4
double_twin_kite,ConnectedSequential,101877,4
double_twin_kite,ConnectedSequential,102044,4
double_twin_kite,ConnectedSequential,102158,4
double_twin_kite,ConnectedSequential,102551,4
double_twin_kite,ConnectedSequential,102906,4
double_twin_kite,ConnectedSequential,102527,4
double_twin_kite,ConnectedSequential,103046,4
double_twin_kite,ConnectedSequential,104605,4
double_twin_kite,ConnectedSequential,102133,4
double_twin_kite,ConnectedSequential,102124,4
double_twin_kite,ConnectedSequential,101854,4
double_twin_kite,ConnectedSequential,108388,4
double_twin_kite,ConnectedSequential,106035,4
double_twin_kite,ConnectedSequential,103360,4
double_twin_kite,ConnectedSequential,102783,4
double_twin_kite,ConnectedSequential,101797,4
double_twin_kite,ConnectedSequential,102673,4
double_twin_kite,ConnectedSequential,103688,4
double_twin_kite,ConnectedSequential,102706,4
double_twin_kite,ConnectedSequential,103155,4
double_twin_kite,ConnectedSequential,103095,4
double_twin_kite,ConnectedSequential,102689,4
double_twin_kite,ConnectedSequential,102133,4
double_twin_kite,ConnectedSequential,102826,4
double_twin_kite,ConnectedSequential,103449,4
double_twin_kite,ConnectedSequential,102803,4
double_twin_kite,ConnectedSequential,103887,4
double_twin_kite,ConnectedSequential,109533,4
double_twin_kite,ConnectedSequential,104795,4
double_twin_kite,ConnectedSequential,102763,4
double_twin_kite,ConnectedSequential,103135,4
double_twin_kite,ConnectedSequential,107015,4
double_twin_kite,ConnectedSequential,106625,4
double_twin_kite,ConnectedSequential,105646,4
double_twin_kite,ConnectedSequential,105596,4
double_twin_kite,ConnectedSequential,105470,4
double_twin_kite,ConnectedSequential,106563,4
double_twin_kite,ConnectedSequential,108940,4
double_twin_kite,ConnectedSequential,104911,4
double_twin_kite,ConnectedSequential,105464,4
double_twin_kite,ConnectedSequential,106062,4
double_twin_kite,ConnectedSequential,108112,4
double_twin_kite,ConnectedSequential,106398,4
double_twin_kite,ConnectedSequential,104942,4
double_twin_kite,ConnectedSequential,104887,4
double_twin_kite,ConnectedSequential,105281,4
double_twin_kite,ConnectedSequential,106244,4
double_twin_kite,ConnectedSequential,107104,4
double_twin_kite,ConnectedSequential,108452,4
double_twin_kite,ConnectedSequential,106493,4
double_twin_kite,ConnectedSequential,106231,4
double_twin_kite,ConnectedSequential,105967,4
double_twin_kite,ConnectedSequential,105134,4
double_twin_kite,ConnectedSequential,107183,4
double_twin_kite,ConnectedSequential,103531,4
double_twin_kite,ConnectedSequential,103251,4
double_twin_kite,ConnectedSequential,102419,4
double_twin_kite,ConnectedSequential,102254,4
double_twin_kite,ConnectedSequential,101871,4
double_twin_kite,ConnectedSequential,103791,4
double_twin_kite,ConnectedSequential,102813,4
double_twin_kite,ConnectedSequential,104185,4
double_twin_kite,ConnectedSequential,105790,4
double_twin_kite,ConnectedSequential,105888,4
double_twin_kite,ConnectedSequential,109041,4
double_twin_kite,ConnectedSequential,105530,4
double_twin_kite,ConnectedSequential,106843,4
double_twin_kite,ConnectedSequential,106424,4
double_twin_kite,ConnectedSequential,105820,4
double_twin_kite,ConnectedSequential,106388,4
double_twin_kite,ConnectedSequential,105720,4
double_twin_kite,ConnectedSequential,107384,4
double_twin_kite,ConnectedSequential,104822,4
double_twin_kite,ConnectedSequential,104820,4
double_twin_kite,ConnectedSequential,106304,4
double_twin_kite,ConnectedSequential,105742,4
double_twin_kite,ConnectedSequential,106420,4
double_twin_kite,ConnectedSequential,105439,4
double_twin_kite,ConnectedSequential,105509,4
double_twin_kite,ConnectedSequential,105361,4
double_twin_kite,ConnectedSequential,106626,4
double_twin_kite,ConnectedSequential,107100,4
double_twin_kite,ConnectedSequential,107165,4
double_twin_kite,ConnectedSequential,106972,4
double_twin_kite,ConnectedSequential,104403,4
double_twin_kite,ConnectedSequential,104632,4
double_twin_kite,ConnectedSequential,105110,4
double_twin_kite,ConnectedSequential,104896,4
double_twin_kite,ConnectedSequential,104973,4
double_twin_kite,ConnectedSequential,105681,4
double_twin_kite,ConnectedSequential,106671,4
double_twin_kite,ConnectedSequential,104999,4
double_twin_kite,ConnectedSequential,106326,4
double_twin_kite,ConnectedSequential,104613,4
double_twin_kite,ConnectedSequential,105757,4
double_twin_kite,ConnectedSequential,105491,4
double_twin_kite,ConnectedSequential,106444,4
double_twin_kite,ConnectedSequential,106816,4
double_twin_kite,ConnectedSequential,106172,4
double_twin_kite,ConnectedSequential,105645,4
double_twin_kite,ConnectedSequential,104914,4
double_twin_kite,ConnectedSequential,105348,4
double_twin_kite,ConnectedSequential,106129,4
double_twin_kite,ConnectedSequential,105901,4
double_twin_kite,ConnectedSequential,106492,4
double_twin_kite,ConnectedSequential,105344,4
double_twin_kite,ConnectedSequential,106429,4
double_twin_kite,ConnectedSequential,105867,4
double_twin_kite,ConnectedSequential,105360,4
double_twin_kite,ConnectedSequential,106193,4
double_twin_kite,ConnectedSequential,105949,4
double_twin_kite,ConnectedSequential,107057,4
double_twin_kite,ConnectedSequential,105611,4
double_twin_kite,ConnectedSequential,106432,4
double_twin_kite,ConnectedSequential,106618,4
double_twin_kite,ConnectedSequential,105419,4
double_twin_kite,ConnectedSequential,106307,4
double_twin_kite,ConnectedSequential,106621,4
double_twin_kite,ConnectedSequential,107012,4
double_twin_kite,ConnectedSequential,105376,4
double_twin_kite,ConnectedSequential,105451,4
double_twin_kite,ConnectedSequential,105045,4
double_twin_kite,ConnectedSequential,104842,4
double_twin_kite,ConnectedSequential,106470,4
double_twin_kite,ConnectedSequential,105791,4
double_twin_kite,ConnectedSequential,107103,4
double_twin_kite,ConnectedSequential,105074,4
double_twin_kite,ConnectedSequential,105501,4
double_twin_kite,ConnectedSequential,105748,4
double_twin_kite,ConnectedSequential,104375,4
double_twin_kite,ConnectedSequential,106041,4
double_twin_kite,ConnectedSequential,106500,4
double_twin_kite,ConnectedSequential,106781,4
double_twin_kite,ConnectedSequential,105302,4
double_twin_kite,ConnectedSequential,106053,4
double_twin_kite,ConnectedSequential,105550,4
double_twin_kite,ConnectedSequential,105575,4
double_twin_kite,ConnectedSequential,107493,4
double_twin_kite,ConnectedSequential,106324,4
double_twin_kite,ConnectedSequential,107452,4
double_twin_kite,ConnectedSequential,107535,4
double_twin_kite,ConnectedSequential,106755,4
double_twin_kite,ConnectedSequential,108823,4
double_twin_kite,ConnectedSequential,106124,4
double_twin_kite,ConnectedSequential,107080,4
double_twin_kite,ConnectedSequential,106595,4
double_twin_kite,ConnectedSequential,107362,4
double_twin_kite,ConnectedSequential,105505,4
double_twin_kite,ConnectedSequential,104394,4
double_twin_kite,ConnectedSequential,103476,4
double_twin_kite,ConnectedSequential,102471,4
double_twin_kite,ConnectedSequential,103076,4
double_twin_kite,ConnectedSequential,103602,4
double_twin_kite,ConnectedSequential,104104,4
double_twin_kite,ConnectedSequential,103112,4
double_twin_kite,ConnectedSequential,103040,4
double_twin_kite,ConnectedSequential,102966,4
double_twin_kite,ConnectedSequential,103668,4
double_twin_kite,ConnectedSequential,104626,4
double_twin_kite,ConnectedSequential,104607,4
double_twin_kite,ConnectedSequential,105004,4
double_twin_kite,ConnectedSequential,103741,4
double_twin_kite,ConnectedSequential,104111,4
double_twin_kite,ConnectedSequential,107638,4
double_twin_kite,ConnectedSequential,107429,4
double_twin_kite,ConnectedSequential,107473,4
double_twin_kite,ConnectedSequential,107073,4
double_twin_kite,ConnectedSequential,108390,4
double_twin_kite,ConnectedSequential,110423,4
double_twin_kite,ConnectedSequential,109388,4
double_twin_kite,ConnectedSequential,106448,4
double_twin_kite,ConnectedSequential,109280,4
double_twin_kite,ConnectedSequential,116169,4
double_twin_kite,ConnectedSequential,217998,4
double_twin_kite,ConnectedSequential,108012,4
double_twin_kite,ConnectedSequential,106991,4
double_twin_kite,ConnectedSequential,105702,4
double_twin_kite,ConnectedSequential,106000,4
double_twin_kite,ConnectedSequential,110065,4
double_twin_kite,ConnectedSequential,104362,4
double_twin_kite,ConnectedSequential,103984,4
double_twin_kite,ConnectedSequential,104724,4
double_twin_kite,ConnectedSequential,103214,4
double_twin_kite,ConnectedSequential,105366,4
double_twin_kite,ConnectedSequential,107594,4
double_twin_kite,ConnectedSequential,107606,4
double_twin_kite,ConnectedSequential,108471,4
double_twin_kite,ConnectedSequential,107918,4
double_twin_kite,ConnectedSequential,106544,4
double_twin_kite,ConnectedSequential,105542,4
double_twin_kite,ConnectedSequential,105623,4
double_twin_kite,ConnectedSequential,106843,4
double_twin_kite,ConnectedSequential,105058,4
double_twin_kite,ConnectedSequential,105118,4
double_twin_kite,ConnectedSequential,106459,4
double_twin_kite,ConnectedSequential,107044,4
double_twin_kite,ConnectedSequential,105868,4
double_twin_kite,ConnectedSequential,105621,4
double_twin_kite,ConnectedSequential,106519,4
double_twin_kite,ConnectedSequential,105374,4
double_twin_kite,ConnectedSequential,107468,4
double_twin_kite,ConnectedSequential,107038,4
double_twin_kite,ConnectedSequential,106862,4
double_twin_kite,ConnectedSequential,105565,4
double_twin_kite,ConnectedSequential,135991,4
double_twin_kite,ConnectedSequential,106484,4
double_twin_kite,ConnectedSequential,105686,4
double_twin_kite,ConnectedSequential,105745,4
double_twin_kite,ConnectedSequential,106278,4
