graph_name,alg_name,time,number_of_colors
fence,BrooksAlgorithm,7015218,2
fence,BrooksAlgorithm,6870484,2
fence,BrooksAlgorithm,7161217,2
fence,BrooksAlgorithm,6962214,2
fence,BrooksAlgorithm,6994526,2
fence,BrooksAlgorithm,6925049,2
fence,BrooksAlgorithm,7006844,2
fence,BrooksAlgorithm,7106742,2
fence,BrooksAlgorithm,6880192,2
fence,BrooksAlgorithm,6927035,2
fence,BrooksAlgorithm,7045199,2
fence,BrooksAlgorithm,7012511,2
fence,BrooksAlgorithm,7169780,2
fence,BrooksAlgorithm,6917041,2
fence,BrooksAlgorithm,6994138,2
fence,BrooksAlgorithm,6908452,2
fence,BrooksAlgorithm,7019701,2
fence,BrooksAlgorithm,7067827,2
fence,BrooksAlgorithm,6949897,2
fence,BrooksAlgorithm,6995889,2
fence,BrooksAlgorithm,7053794,2
fence,BrooksAlgorithm,6876187,2
fence,BrooksAlgorithm,7119843,2
fence,BrooksAlgorithm,6907031,2
fence,BrooksAlgorithm,7011468,2
fence,BrooksAlgorithm,6962057,2
fence,BrooksAlgorithm,7260350,2
fence,BrooksAlgorithm,6909259,2
fence,BrooksAlgorithm,7065431,2
fence,BrooksAlgorithm,7027107,2
fence,BrooksAlgorithm,7081884,2
fence,BrooksAlgorithm,7169016,2
fence,BrooksAlgorithm,7013881,2
fence,BrooksAlgorithm,6943676,2
fence,BrooksAlgorithm,6968490,2
fence,BrooksAlgorithm,6916754,2
fence,BrooksAlgorithm,7252856,2
fence,BrooksAlgorithm,6854873,2
fence,BrooksAlgorithm,6967073,2
fence,BrooksAlgorithm,6952873,2
fence,BrooksAlgorithm,7020523,2
fence,BrooksAlgorithm,7136020,2
fence,BrooksAlgorithm,6999628,2
fence,BrooksAlgorithm,6909744,2
fence,BrooksAlgorithm,6971356,2
fence,BrooksAlgorithm,6959691,2
fence,BrooksAlgorithm,7107506,2
fence,BrooksAlgorithm,6909652,2
fence,BrooksAlgorithm,6964875,2
fence,BrooksAlgorithm,6888440,2
fence,BrooksAlgorithm,7222849,2
fence,BrooksAlgorithm,6942123,2
fence,BrooksAlgorithm,6930670,2
fence,BrooksAlgorithm,6995495,2
fence,BrooksAlgorithm,6952722,2
fence,BrooksAlgorithm,7090611,2
fence,BrooksAlgorithm,6996960,2
fence,BrooksAlgorithm,6956095,2
fence,BrooksAlgorithm,6983024,2
fence,BrooksAlgorithm,6924208,2
fence,BrooksAlgorithm,7248004,2
fence,BrooksAlgorithm,6937961,2
fence,BrooksAlgorithm,6944850,2
fence,BrooksAlgorithm,6995491,2
fence,BrooksAlgorithm,7045044,2
fence,BrooksAlgorithm,7122548,2
fence,BrooksAlgorithm,7087667,2
fence,BrooksAlgorithm,7004719,2
fence,BrooksAlgorithm,7171420,2
fence,BrooksAlgorithm,6946101,2
fence,BrooksAlgorithm,7211182,2
fence,BrooksAlgorithm,6995932,2
fence,BrooksAlgorithm,7001874,2
fence,BrooksAlgorithm,6906846,2
fence,BrooksAlgorithm,7207861,2
fence,BrooksAlgorithm,6956624,2
fence,BrooksAlgorithm,6956196,2
fence,BrooksAlgorithm,6924600,2
fence,BrooksAlgorithm,7053938,2
fence,BrooksAlgorithm,7180180,2
fence,BrooksAlgorithm,6921471,2
fence,BrooksAlgorithm,6897481,2
fence,BrooksAlgorithm,6918107,2
fence,BrooksAlgorithm,6960779,2
fence,BrooksAlgorithm,7180862,2
fence,BrooksAlgorithm,6938387,2
fence,BrooksAlgorithm,6977422,2
fence,BrooksAlgorithm,6998590,2
fence,BrooksAlgorithm,6920786,2
fence,BrooksAlgorithm,7153982,2
fence,BrooksAlgorithm,6899022,2
fence,BrooksAlgorithm,6936887,2
fence,BrooksAlgorithm,7021930,2
fence,BrooksAlgorithm,6899751,2
fence,BrooksAlgorithm,7168403,2
fence,BrooksAlgorithm,6907642,2
fence,BrooksAlgorithm,7004562,2
fence,BrooksAlgorithm,6907208,2
fence,BrooksAlgorithm,7209613,2
fence,BrooksAlgorithm,6915540,2
fence,BrooksAlgorithm,6962877,2
fence,BrooksAlgorithm,6898104,2
fence,BrooksAlgorithm,7125779,2
fence,BrooksAlgorithm,7089387,2
fence,BrooksAlgorithm,7052462,2
fence,BrooksAlgorithm,6971374,2
fence,BrooksAlgorithm,7071119,2
fence,BrooksAlgorithm,6868796,2
fence,BrooksAlgorithm,7241554,2
fence,BrooksAlgorithm,6825515,2
fence,BrooksAlgorithm,7026015,2
fence,BrooksAlgorithm,6887787,2
fence,BrooksAlgorithm,6929532,2
fence,BrooksAlgorithm,7166744,2
fence,BrooksAlgorithm,7020760,2
fence,BrooksAlgorithm,6987564,2
fence,BrooksAlgorithm,6958843,2
fence,BrooksAlgorithm,6820939,2
fence,BrooksAlgorithm,7144521,2
fence,BrooksAlgorithm,6919861,2
fence,BrooksAlgorithm,7040266,2
fence,BrooksAlgorithm,6990614,2
fence,BrooksAlgorithm,7167983,2
fence,BrooksAlgorithm,6975845,2
fence,BrooksAlgorithm,6959102,2
fence,BrooksAlgorithm,6987337,2
fence,BrooksAlgorithm,6951198,2
fence,BrooksAlgorithm,7167234,2
fence,BrooksAlgorithm,6844462,2
fence,BrooksAlgorithm,6909239,2
fence,BrooksAlgorithm,7018671,2
fence,BrooksAlgorithm,6993032,2
fence,BrooksAlgorithm,7250390,2
fence,BrooksAlgorithm,6952775,2
fence,BrooksAlgorithm,7032812,2
fence,BrooksAlgorithm,6911490,2
fence,BrooksAlgorithm,7041407,2
fence,BrooksAlgorithm,7075013,2
fence,BrooksAlgorithm,6993772,2
fence,BrooksAlgorithm,6855760,2
fence,BrooksAlgorithm,6956694,2
fence,BrooksAlgorithm,6898734,2
fence,BrooksAlgorithm,7176093,2
fence,BrooksAlgorithm,6890727,2
fence,BrooksAlgorithm,6982496,2
fence,BrooksAlgorithm,6902497,2
fence,BrooksAlgorithm,7234983,2
fence,BrooksAlgorithm,27608731,2
fence,BrooksAlgorithm,6380459,2
fence,BrooksAlgorithm,6733592,2
fence,BrooksAlgorithm,6698930,2
fence,BrooksAlgorithm,7044966,2
fence,BrooksAlgorithm,6715233,2
fence,BrooksAlgorithm,6755423,2
fence,BrooksAlgorithm,6721632,2
fence,BrooksAlgorithm,6838967,2
fence,BrooksAlgorithm,6905259,2
fence,BrooksAlgorithm,6739847,2
fence,BrooksAlgorithm,6735528,2
fence,BrooksAlgorithm,6837566,2
fence,BrooksAlgorithm,6855044,2
fence,BrooksAlgorithm,7075214,2
fence,BrooksAlgorithm,6743431,2
fence,BrooksAlgorithm,6765825,2
fence,BrooksAlgorithm,6904896,2
fence,BrooksAlgorithm,6952837,2
fence,BrooksAlgorithm,7034845,2
fence,BrooksAlgorithm,6845838,2
fence,BrooksAlgorithm,6768395,2
fence,BrooksAlgorithm,6948841,2
fence,BrooksAlgorithm,6865701,2
fence,BrooksAlgorithm,7018468,2
fence,BrooksAlgorithm,6843120,2
fence,BrooksAlgorithm,6889351,2
fence,BrooksAlgorithm,6900712,2
fence,BrooksAlgorithm,7017729,2
fence,BrooksAlgorithm,6829506,2
fence,BrooksAlgorithm,6819948,2
fence,BrooksAlgorithm,6809811,2
fence,BrooksAlgorithm,6987273,2
fence,BrooksAlgorithm,7076067,2
fence,BrooksAlgorithm,6961638,2
fence,BrooksAlgorithm,6870015,2
fence,BrooksAlgorithm,6834450,2
fence,BrooksAlgorithm,6940687,2
fence,BrooksAlgorithm,7259402,2
fence,BrooksAlgorithm,6803182,2
fence,BrooksAlgorithm,6996287,2
fence,BrooksAlgorithm,6893235,2
fence,BrooksAlgorithm,7014640,2
fence,BrooksAlgorithm,7119012,2
fence,BrooksAlgorithm,6983944,2
fence,BrooksAlgorithm,6852846,2
fence,BrooksAlgorithm,6977150,2
fence,BrooksAlgorithm,6928766,2
fence,BrooksAlgorithm,7133646,2
fence,BrooksAlgorithm,6809880,2
fence,BrooksAlgorithm,6911491,2
fence,BrooksAlgorithm,6745268,2
fence,BrooksAlgorithm,7142648,2
fence,BrooksAlgorithm,6831400,2
fence,BrooksAlgorithm,6901994,2
fence,BrooksAlgorithm,6879318,2
fence,BrooksAlgorithm,6964486,2
fence,BrooksAlgorithm,7026889,2
fence,BrooksAlgorithm,7002719,2
fence,BrooksAlgorithm,7000761,2
fence,BrooksAlgorithm,6953499,2
fence,BrooksAlgorithm,6903178,2
fence,BrooksAlgorithm,7275510,2
fence,BrooksAlgorithm,6795175,2
fence,BrooksAlgorithm,6835288,2
fence,BrooksAlgorithm,6873860,2
fence,BrooksAlgorithm,7013144,2
fence,BrooksAlgorithm,7124264,2
fence,BrooksAlgorithm,6917449,2
fence,BrooksAlgorithm,6850581,2
fence,BrooksAlgorithm,7027930,2
fence,BrooksAlgorithm,6832698,2
fence,BrooksAlgorithm,7047035,2
fence,BrooksAlgorithm,6822178,2
fence,BrooksAlgorithm,6973766,2
fence,BrooksAlgorithm,6911020,2
fence,BrooksAlgorithm,7095793,2
fence,BrooksAlgorithm,6864514,2
fence,BrooksAlgorithm,6929639,2
fence,BrooksAlgorithm,6794796,2
fence,BrooksAlgorithm,7022935,2
fence,BrooksAlgorithm,7075361,2
fence,BrooksAlgorithm,6812897,2
fence,BrooksAlgorithm,6844398,2
fence,BrooksAlgorithm,7069804,2
fence,BrooksAlgorithm,6965633,2
fence,BrooksAlgorithm,7181876,2
fence,BrooksAlgorithm,6816991,2
fence,BrooksAlgorithm,6934309,2
fence,BrooksAlgorithm,6891066,2
fence,BrooksAlgorithm,6918591,2
fence,BrooksAlgorithm,7147605,2
fence,BrooksAlgorithm,6957358,2
fence,BrooksAlgorithm,6866052,2
fence,BrooksAlgorithm,6918171,2
fence,BrooksAlgorithm,6830993,2
fence,BrooksAlgorithm,7153874,2
fence,BrooksAlgorithm,6958952,2
fence,BrooksAlgorithm,7018216,2
fence,BrooksAlgorithm,6925480,2
fence,BrooksAlgorithm,7117287,2
fence,BrooksAlgorithm,6956955,2
fence,BrooksAlgorithm,6890740,2
fence,BrooksAlgorithm,6790297,2
fence,BrooksAlgorithm,6931010,2
fence,BrooksAlgorithm,7233132,2
fence,BrooksAlgorithm,6908856,2
fence,BrooksAlgorithm,6883998,2
fence,BrooksAlgorithm,6891768,2
fence,BrooksAlgorithm,6955171,2
fence,BrooksAlgorithm,7123413,2
fence,BrooksAlgorithm,6965179,2
fence,BrooksAlgorithm,10341294,2
fence,BrooksAlgorithm,6795461,2
fence,BrooksAlgorithm,6915410,2
fence,BrooksAlgorithm,7060633,2
fence,BrooksAlgorithm,6881551,2
fence,BrooksAlgorithm,6844776,2
fence,BrooksAlgorithm,6977433,2
fence,BrooksAlgorithm,6976495,2
fence,BrooksAlgorithm,7099413,2
fence,BrooksAlgorithm,6956241,2
fence,BrooksAlgorithm,6966242,2
fence,BrooksAlgorithm,6964204,2
fence,BrooksAlgorithm,7245107,2
fence,BrooksAlgorithm,6848720,2
fence,BrooksAlgorithm,7094582,2
fence,BrooksAlgorithm,6846662,2
fence,BrooksAlgorithm,6990358,2
fence,BrooksAlgorithm,7107471,2
fence,BrooksAlgorithm,6936630,2
fence,BrooksAlgorithm,7009518,2
fence,BrooksAlgorithm,7008012,2
fence,BrooksAlgorithm,6891047,2
fence,BrooksAlgorithm,7282495,2
fence,BrooksAlgorithm,7036799,2
fence,BrooksAlgorithm,7034905,2
fence,BrooksAlgorithm,6883617,2
fence,BrooksAlgorithm,6868934,2
fence,BrooksAlgorithm,7182659,2
fence,BrooksAlgorithm,6928067,2
fence,BrooksAlgorithm,7075409,2
fence,BrooksAlgorithm,7927663,2
fence,BrooksAlgorithm,8154188,2
fence,BrooksAlgorithm,7521314,2
fence,BrooksAlgorithm,6882318,2
fence,BrooksAlgorithm,7002848,2
fence,BrooksAlgorithm,6909952,2
fence,BrooksAlgorithm,7303934,2
fence,BrooksAlgorithm,6941483,2
fence,BrooksAlgorithm,7012124,2
fence,BrooksAlgorithm,6910857,2
fence,BrooksAlgorithm,7113396,2
fence,BrooksAlgorithm,7084196,2
fence,BrooksAlgorithm,6891703,2
fence,BrooksAlgorithm,6890189,2
fence,BrooksAlgorithm,7070947,2
fence,BrooksAlgorithm,7018392,2
fence,BrooksAlgorithm,7139227,2
fence,BrooksAlgorithm,6991113,2
fence,BrooksAlgorithm,7001987,2
fence,BrooksAlgorithm,7012006,2
fence,BrooksAlgorithm,6954605,2
fence,BrooksAlgorithm,7144613,2
fence,BrooksAlgorithm,6898567,2
fence,BrooksAlgorithm,6954672,2
fence,BrooksAlgorithm,6971165,2
fence,BrooksAlgorithm,7000778,2
fence,BrooksAlgorithm,7252785,2
fence,BrooksAlgorithm,6966854,2
fence,BrooksAlgorithm,7031247,2
fence,BrooksAlgorithm,6936892,2
fence,BrooksAlgorithm,7266541,2
fence,BrooksAlgorithm,6909737,2
fence,BrooksAlgorithm,6931750,2
fence,BrooksAlgorithm,6904895,2
fence,BrooksAlgorithm,6927916,2
fence,BrooksAlgorithm,7195838,2
fence,BrooksAlgorithm,6869618,2
fence,BrooksAlgorithm,6893977,2
fence,BrooksAlgorithm,6986620,2
fence,BrooksAlgorithm,6939782,2
fence,BrooksAlgorithm,7305176,2
fence,BrooksAlgorithm,6918543,2
fence,BrooksAlgorithm,6969586,2
fence,BrooksAlgorithm,6877246,2
fence,BrooksAlgorithm,6997687,2
fence,BrooksAlgorithm,7132513,2
fence,BrooksAlgorithm,7009344,2
fence,BrooksAlgorithm,7054386,2
fence,BrooksAlgorithm,7020446,2
fence,BrooksAlgorithm,6841102,2
fence,BrooksAlgorithm,7126819,2
fence,BrooksAlgorithm,6891687,2
fence,BrooksAlgorithm,7075072,2
fence,BrooksAlgorithm,6936397,2
fence,BrooksAlgorithm,7276059,2
fence,BrooksAlgorithm,6884323,2
fence,BrooksAlgorithm,6993676,2
fence,BrooksAlgorithm,6906353,2
fence,BrooksAlgorithm,7210646,2
fence,BrooksAlgorithm,7604458,2
fence,BrooksAlgorithm,6938334,2
fence,BrooksAlgorithm,6971674,2
fence,BrooksAlgorithm,7022305,2
fence,BrooksAlgorithm,6987572,2
fence,BrooksAlgorithm,7293823,2
fence,BrooksAlgorithm,6920551,2
fence,BrooksAlgorithm,7005809,2
fence,BrooksAlgorithm,6947867,2
fence,BrooksAlgorithm,7101708,2
fence,BrooksAlgorithm,7132348,2
fence,BrooksAlgorithm,6898510,2
fence,BrooksAlgorithm,7162925,2
fence,BrooksAlgorithm,7030418,2
fence,BrooksAlgorithm,6891585,2
fence,BrooksAlgorithm,7200490,2
fence,BrooksAlgorithm,6859179,2
fence,BrooksAlgorithm,7078782,2
fence,BrooksAlgorithm,6968840,2
fence,BrooksAlgorithm,7280666,2
fence,BrooksAlgorithm,6867776,2
fence,BrooksAlgorithm,7026047,2
fence,BrooksAlgorithm,7009521,2
fence,BrooksAlgorithm,7088524,2
fence,BrooksAlgorithm,7145224,2
fence,BrooksAlgorithm,6948950,2
fence,BrooksAlgorithm,6996043,2
fence,BrooksAlgorithm,7017880,2
fence,BrooksAlgorithm,7019199,2
fence,BrooksAlgorithm,7212768,2
fence,BrooksAlgorithm,6955069,2
fence,BrooksAlgorithm,7022404,2
fence,BrooksAlgorithm,6911410,2
fence,BrooksAlgorithm,6917823,2
fence,BrooksAlgorithm,7178343,2
fence,BrooksAlgorithm,6909432,2
fence,BrooksAlgorithm,7029369,2
fence,BrooksAlgorithm,6924367,2
fence,BrooksAlgorithm,6961967,2
fence,BrooksAlgorithm,7250957,2
fence,BrooksAlgorithm,6930412,2
fence,BrooksAlgorithm,6938035,2
fence,BrooksAlgorithm,7037398,2
fence,BrooksAlgorithm,7188199,2
fence,BrooksAlgorithm,6878611,2
fence,BrooksAlgorithm,7001391,2
fence,BrooksAlgorithm,7041111,2
fence,BrooksAlgorithm,7063498,2
fence,BrooksAlgorithm,7207851,2
fence,BrooksAlgorithm,6925646,2
fence,BrooksAlgorithm,6888433,2
fence,BrooksAlgorithm,7142138,2
fence,BrooksAlgorithm,6865721,2
fence,BrooksAlgorithm,7206930,2
fence,BrooksAlgorithm,6878463,2
fence,BrooksAlgorithm,6999652,2
fence,BrooksAlgorithm,7005628,2
fence,BrooksAlgorithm,7055462,2
fence,BrooksAlgorithm,7140258,2
fence,BrooksAlgorithm,6960139,2
fence,BrooksAlgorithm,6926777,2
fence,BrooksAlgorithm,7060103,2
bipartite,ConnectedSequential,96510,2
bipartite,ConnectedSequential,60989,2
bipartite,ConnectedSequential,55937,2
bipartite,ConnectedSequential,51696,2
bipartite,ConnectedSequential,47484,2
bipartite,ConnectedSequential,49037,2
bipartite,ConnectedSequential,47797,2
bipartite,ConnectedSequential,47301,2
bipartite,ConnectedSequential,47352,2
bipartite,ConnectedSequential,49778,2
bipartite,ConnectedSequential,47943,2
bipartite,ConnectedSequential,52940,2
bipartite,ConnectedSequential,53131,2
bipartite,ConnectedSequential,53218,2
bipartite,ConnectedSequential,54842,2
bipartite,ConnectedSequential,53386,2
bipartite,ConnectedSequential,53324,2
bipartite,ConnectedSequential,62662,2
bipartite,ConnectedSequential,53140,2
bipartite,ConnectedSequential,53359,2
bipartite,ConnectedSequential,52917,2
bipartite,ConnectedSequential,53534,2
bipartite,ConnectedSequential,52610,2
bipartite,ConnectedSequential,57397,2
bipartite,ConnectedSequential,54526,2
bipartite,ConnectedSequential,55463,2
bipartite,ConnectedSequential,69606,2
bipartite,ConnectedSequential,74022,2
bipartite,ConnectedSequential,63147,2
bipartite,ConnectedSequential,76246,2
bipartite,ConnectedSequential,71545,2
bipartite,ConnectedSequential,62048,2
bipartite,ConnectedSequential,60475,2
bipartite,ConnectedSequential,80951,2
bipartite,ConnectedSequential,81458,2
bipartite,ConnectedSequential,61761,2
bipartite,ConnectedSequential,53826,2
bipartite,ConnectedSequential,57496,2
bipartite,ConnectedSequential,55524,2
bipartite,ConnectedSequential,81753,2
bipartite,ConnectedSequential,53758,2
bipartite,ConnectedSequential,53370,2
bipartite,ConnectedSequential,52230,2
bipartite,ConnectedSequential,52259,2
bipartite,ConnectedSequential,51817,2
bipartite,ConnectedSequential,52239,2
bipartite,ConnectedSequential,52090,2
bipartite,ConnectedSequential,52474,2
bipartite,ConnectedSequential,52790,2
bipartite,ConnectedSequential,52284,2
bipartite,ConnectedSequential,52657,2
bipartite,ConnectedSequential,52623,2
bipartite,ConnectedSequential,51857,2
bipartite,ConnectedSequential,52073,2
bipartite,ConnectedSequential,52333,2
bipartite,ConnectedSequential,51788,2
bipartite,ConnectedSequential,52851,2
bipartite,ConnectedSequential,52297,2
bipartite,ConnectedSequential,51766,2
bipartite,ConnectedSequential,52574,2
bipartite,ConnectedSequential,52567,2
bipartite,ConnectedSequential,52383,2
bipartite,ConnectedSequential,59262,2
bipartite,ConnectedSequential,53896,2
bipartite,ConnectedSequential,52040,2
bipartite,ConnectedSequential,52461,2
bipartite,ConnectedSequential,51691,2
bipartite,ConnectedSequential,52299,2
bipartite,ConnectedSequential,51929,2
bipartite,ConnectedSequential,52008,2
bipartite,ConnectedSequential,52026,2
bipartite,ConnectedSequential,51990,2
bipartite,ConnectedSequential,51901,2
bipartite,ConnectedSequential,52139,2
bipartite,ConnectedSequential,51881,2
bipartite,ConnectedSequential,52031,2
bipartite,ConnectedSequential,51408,2
bipartite,ConnectedSequential,52260,2
bipartite,ConnectedSequential,52452,2
bipartite,ConnectedSequential,52632,2
bipartite,ConnectedSequential,52073,2
bipartite,ConnectedSequential,52851,2
bipartite,ConnectedSequential,52222,2
bipartite,ConnectedSequential,52225,2
bipartite,ConnectedSequential,52140,2
bipartite,ConnectedSequential,56868,2
bipartite,ConnectedSequential,54320,2
bipartite,ConnectedSequential,52643,2
bipartite,ConnectedSequential,52575,2
bipartite,ConnectedSequential,51825,2
bipartite,ConnectedSequential,52896,2
bipartite,ConnectedSequential,51772,2
bipartite,ConnectedSequential,52847,2
bipartite,ConnectedSequential,52203,2
bipartite,ConnectedSequential,52470,2
bipartite,ConnectedSequential,52688,2
bipartite,ConnectedSequential,52037,2
bipartite,ConnectedSequential,52308,2
bipartite,ConnectedSequential,52335,2
bipartite,ConnectedSequential,52195,2
bipartite,ConnectedSequential,51990,2
bipartite,ConnectedSequential,51829,2
bipartite,ConnectedSequential,53338,2
bipartite,ConnectedSequential,53151,2
bipartite,ConnectedSequential,52835,2
bipartite,ConnectedSequential,52291,2
bipartite,ConnectedSequential,51918,2
bipartite,ConnectedSequential,52305,2
bipartite,ConnectedSequential,52328,2
bipartite,ConnectedSequential,51940,2
bipartite,ConnectedSequential,51909,2
bipartite,ConnectedSequential,51637,2
bipartite,ConnectedSequential,56411,2
bipartite,ConnectedSequential,52372,2
bipartite,ConnectedSequential,52401,2
bipartite,ConnectedSequential,78047,2
bipartite,ConnectedSequential,62944,2
bipartite,ConnectedSequential,60889,2
bipartite,ConnectedSequential,52470,2
bipartite,ConnectedSequential,56392,2
bipartite,ConnectedSequential,52854,2
bipartite,ConnectedSequential,52005,2
bipartite,ConnectedSequential,60354,2
bipartite,ConnectedSequential,52824,2
bipartite,ConnectedSequential,54480,2
bipartite,ConnectedSequential,53619,2
bipartite,ConnectedSequential,53686,2
bipartite,ConnectedSequential,52914,2
bipartite,ConnectedSequential,46356,2
bipartite,ConnectedSequential,46444,2
bipartite,ConnectedSequential,46886,2
bipartite,ConnectedSequential,46836,2
bipartite,ConnectedSequential,46799,2
bipartite,ConnectedSequential,46341,2
bipartite,ConnectedSequential,46465,2
bipartite,ConnectedSequential,46814,2
bipartite,ConnectedSequential,46836,2
bipartite,ConnectedSequential,46700,2
bipartite,ConnectedSequential,46916,2
bipartite,ConnectedSequential,45963,2
bipartite,ConnectedSequential,46707,2
bipartite,ConnectedSequential,46285,2
bipartite,ConnectedSequential,46671,2
bipartite,ConnectedSequential,46312,2
bipartite,ConnectedSequential,46638,2
bipartite,ConnectedSequential,46329,2
bipartite,ConnectedSequential,47032,2
bipartite,ConnectedSequential,46823,2
bipartite,ConnectedSequential,46912,2
bipartite,ConnectedSequential,52524,2
bipartite,ConnectedSequential,52111,2
bipartite,ConnectedSequential,47057,2
bipartite,ConnectedSequential,50116,2
bipartite,ConnectedSequential,52189,2
bipartite,ConnectedSequential,52515,2
bipartite,ConnectedSequential,52605,2
bipartite,ConnectedSequential,52704,2
bipartite,ConnectedSequential,52249,2
bipartite,ConnectedSequential,52930,2
bipartite,ConnectedSequential,51963,2
bipartite,ConnectedSequential,51430,2
bipartite,ConnectedSequential,51895,2
bipartite,ConnectedSequential,52127,2
bipartite,ConnectedSequential,52611,2
bipartite,ConnectedSequential,55625,2
bipartite,ConnectedSequential,52475,2
bipartite,ConnectedSequential,52492,2
bipartite,ConnectedSequential,52307,2
bipartite,ConnectedSequential,51907,2
bipartite,ConnectedSequential,52382,2
bipartite,ConnectedSequential,52661,2
bipartite,ConnectedSequential,52176,2
bipartite,ConnectedSequential,52832,2
bipartite,ConnectedSequential,52288,2
bipartite,ConnectedSequential,52548,2
bipartite,ConnectedSequential,51951,2
bipartite,ConnectedSequential,53023,2
bipartite,ConnectedSequential,51900,2
bipartite,ConnectedSequential,52455,2
bipartite,ConnectedSequential,51995,2
bipartite,ConnectedSequential,52144,2
bipartite,ConnectedSequential,52726,2
bipartite,ConnectedSequential,52315,2
bipartite,ConnectedSequential,52453,2
bipartite,ConnectedSequential,52317,2
bipartite,ConnectedSequential,52064,2
bipartite,ConnectedSequential,52326,2
bipartite,ConnectedSequential,52150,2
bipartite,ConnectedSequential,52288,2
bipartite,ConnectedSequential,52139,2
bipartite,ConnectedSequential,52882,2
bipartite,ConnectedSequential,52237,2
bipartite,ConnectedSequential,52794,2
bipartite,ConnectedSequential,52556,2
bipartite,ConnectedSequential,52466,2
bipartite,ConnectedSequential,53738,2
bipartite,ConnectedSequential,52401,2
bipartite,ConnectedSequential,52433,2
bipartite,ConnectedSequential,52179,2
bipartite,ConnectedSequential,52490,2
bipartite,ConnectedSequential,52665,2
bipartite,ConnectedSequential,49898,2
bipartite,ConnectedSequential,47138,2
bipartite,ConnectedSequential,47192,2
bipartite,ConnectedSequential,47310,2
bipartite,ConnectedSequential,46592,2
bipartite,ConnectedSequential,46584,2
bipartite,ConnectedSequential,47150,2
bipartite,ConnectedSequential,46330,2
bipartite,ConnectedSequential,46543,2
bipartite,ConnectedSequential,47196,2
bipartite,ConnectedSequential,47128,2
bipartite,ConnectedSequential,47508,2
bipartite,ConnectedSequential,46661,2
bipartite,ConnectedSequential,47404,2
bipartite,ConnectedSequential,50625,2
bipartite,ConnectedSequential,53899,2
bipartite,ConnectedSequential,51882,2
bipartite,ConnectedSequential,52862,2
bipartite,ConnectedSequential,52444,2
bipartite,ConnectedSequential,52568,2
bipartite,ConnectedSequential,52402,2
bipartite,ConnectedSequential,51686,2
bipartite,ConnectedSequential,47408,2
bipartite,ConnectedSequential,48180,2
bipartite,ConnectedSequential,47571,2
bipartite,ConnectedSequential,48092,2
bipartite,ConnectedSequential,48027,2
bipartite,ConnectedSequential,48399,2
bipartite,ConnectedSequential,50343,2
bipartite,ConnectedSequential,50198,2
bipartite,ConnectedSequential,53476,2
bipartite,ConnectedSequential,56114,2
bipartite,ConnectedSequential,54053,2
bipartite,ConnectedSequential,51740,2
bipartite,ConnectedSequential,47788,2
bipartite,ConnectedSequential,47464,2
bipartite,ConnectedSequential,48397,2
bipartite,ConnectedSequential,47714,2
bipartite,ConnectedSequential,47243,2
bipartite,ConnectedSequential,47971,2
bipartite,ConnectedSequential,47634,2
bipartite,ConnectedSequential,48041,2
bipartite,ConnectedSequential,47598,2
bipartite,ConnectedSequential,47681,2
bipartite,ConnectedSequential,47481,2
bipartite,ConnectedSequential,47276,2
bipartite,ConnectedSequential,47790,2
bipartite,ConnectedSequential,63008,2
bipartite,ConnectedSequential,65795,2
bipartite,ConnectedSequential,47808,2
bipartite,ConnectedSequential,46769,2
bipartite,ConnectedSequential,47319,2
bipartite,ConnectedSequential,47192,2
bipartite,ConnectedSequential,47227,2
bipartite,ConnectedSequential,46598,2
bipartite,ConnectedSequential,47044,2
bipartite,ConnectedSequential,46664,2
bipartite,ConnectedSequential,46196,2
bipartite,ConnectedSequential,46618,2
bipartite,ConnectedSequential,47216,2
bipartite,ConnectedSequential,47494,2
bipartite,ConnectedSequential,46953,2
bipartite,ConnectedSequential,47280,2
bipartite,ConnectedSequential,46459,2
bipartite,ConnectedSequential,46860,2
bipartite,ConnectedSequential,46717,2
bipartite,ConnectedSequential,47088,2
bipartite,ConnectedSequential,50968,2
bipartite,ConnectedSequential,52748,2
bipartite,ConnectedSequential,52543,2
bipartite,ConnectedSequential,52239,2
bipartite,ConnectedSequential,52358,2
bipartite,ConnectedSequential,52383,2
bipartite,ConnectedSequential,52194,2
bipartite,ConnectedSequential,52830,2
bipartite,ConnectedSequential,52304,2
bipartite,ConnectedSequential,53575,2
bipartite,ConnectedSequential,53375,2
bipartite,ConnectedSequential,52498,2
bipartite,ConnectedSequential,53035,2
bipartite,ConnectedSequential,52859,2
bipartite,ConnectedSequential,53253,2
bipartite,ConnectedSequential,52852,2
bipartite,ConnectedSequential,52586,2
bipartite,ConnectedSequential,52773,2
bipartite,ConnectedSequential,52599,2
bipartite,ConnectedSequential,47360,2
bipartite,ConnectedSequential,46984,2
bipartite,ConnectedSequential,47769,2
bipartite,ConnectedSequential,47010,2
bipartite,ConnectedSequential,46860,2
bipartite,ConnectedSequential,47414,2
bipartite,ConnectedSequential,47174,2
bipartite,ConnectedSequential,48242,2
bipartite,ConnectedSequential,47272,2
bipartite,ConnectedSequential,50715,2
bipartite,ConnectedSequential,49704,2
bipartite,ConnectedSequential,49213,2
bipartite,ConnectedSequential,48916,2
bipartite,ConnectedSequential,48503,2
bipartite,ConnectedSequential,48199,2
bipartite,ConnectedSequential,49228,2
bipartite,ConnectedSequential,48855,2
